,tweet,language,likes,retweets,datetime,Subjectivity,Polarity,Analysis
85,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:42:49+00:00,0.5,0.0625,Positive
87,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:41:50+00:00,0.75,0.8,Positive
88,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:41:28+00:00,0.5,0.0625,Positive
89,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:40:59+00:00,0.5,0.0625,Positive
90,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:40:40+00:00,0.5,0.0625,Positive
92,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:39:40+00:00,0.5,0.0625,Positive
93,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:39:25+00:00,0.75,0.8,Positive
94,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:39:12+00:00,0.5,0.0625,Positive
95,RT @LenkaBula: GREAT NEWS🥂💻🥰😜 College of Accounting Sciences @Unisa has registered 13% improvements in ITC Exams (CAs) results🙏From 39% to…,en,0,0,2021-11-16 19:39:11+00:00,0.75,0.8,Positive
96,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:38:50+00:00,0.5,0.0625,Positive
97,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:38:40+00:00,0.5,0.0625,Positive
98,"RT @insightfactor: 🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South Afric…",en,0,0,2021-11-16 19:38:22+00:00,0.5,0.0625,Positive
99,"🔴Unisa Students Cruise Through CAs🔴

UNISA has scored a major 13% improvement in ITC Exam (CAs) results. The South… https://t.co/n7PbSwRPPe",en,152,43,2021-11-16 19:37:01+00:00,0.5,0.0625,Positive
